StationName,StationCode,TargetLatitude,TargetLongitude
Lower Rattlesnake Creek,526T00014,41.4975,-120.59528
Lower Richbar,554KER060,35.4762,-118.7263
Lower Rise Creek beind In-N-Out,RSC-011,32.81021,-117.21946
Lower Round Meadow Trib,BM2-UCD-Tate,38.1587444,-119.9569748
Lower Round Tributary above Aspen Pack Station,BM6-UCD-Tate,38.177708,-119.947251
Lower Rush Creek,526T00021,41.23946,-120.90418
Lower San Diego River at Camino Del Este,SDR-CDE,32.77255,-117.14456
Lower SF Trinity River,USF2-UCD-Tate,40.24489204,-123.1257554
Lower Snake River at Nuestro Road,520XLSNKR,39.1853,-121.7036
Lower Thomas Creek,526T00002,41.58188,-120.38447
Lower Trinity,BC14-UCD-Tate,41.29100337,-122.5826498
Lower Turner Creek,526T00017,41.41861,-120.99611
Lower Willow Creek,526T00028,41.17317,-120.97739
Lt Tule R @ Tule R,526LT0010,41.10168,-121.46389
"Luffenholtz Creek-Luffenholtz Beach, Humboldt",Luffenholtz Creek,41.0423,-124.121
"Lynch Creek - 220m upstream of confluence with Pet Riv, 60m below Ellis St bridge",206PET215,38.24598,-122.6348
Lynch Creek 591m upstream of Petaluma River confluence,206PET265,38.25164,-122.63268
"MacKerricher-MacKerricher State Park, Mendocino",MacKerricher,39.4896,-123.799
Madden Creek above Hwy 89,634MADB10,39.09067,-120.16278
Madeiros Parkway at Stanley,204AMO080,37.67714,-121.78848
Madrone -18in Discharge,205SAN050-DIS-18,37.5142,-122.512
"Magnolia Avenue, east of Chubb Lane",P20f,32.8467,-116.969
Magnolia Center,801MAG364,33.9657,-117.416
Main Beach,Main,36.962447,-122.021114
Main Beach Site A,Main-A,36.962058,-122.022199
Main Beach Site B,Main-B,36.962115,-122.021936
Main Beach Site C,Main-C,36.962189,-122.021679
Main Beach Site D,Main-D,36.962258,-122.02142
Main Dam,554ISA040,35.64705,-118.47995
Main Drain at Buttonwillow Drive,558MDCBWD,35.40377,-119.47398
Main Drain Canal at 7th Standard Road,558MDC7SR,35.44166,-119.54921
Main Drain Canal at Front Street,558MDCFST,35.3996,-119.46453
Main Drain Canal near Highway 46,558MDCH46,35.6,-119.61
Main outflow from fish hatchery just above confluence with main stem Hot Cr.,603HCH001,37.64255,-118.85289
Main seawater outfall,MAINSEA1,36.6183,-121.901
Main stem Hot Cr just upstream of confluence with main outflow from fish hatchery,603HOT050,37.64336,-118.85336
Main stem Mokelumne River upstream of the Electra Powerhouse,532AMA004,38.329875,-120.6643
Main stem Moklumne River downstream of Box Beach,532AMA005,38.3225,-120.6855
Main Street Canal at daylight point,312MSS,34.95309,-120.462176
Main Street Canal at Main Street Crossing,312MSD,34.955227,-120.486578
"MAINBCD-Laguna Beach, Orange",MAINBCD,33.5422,-117.785
"MAINBCU-Laguna Beach, Orange",MAINBCU,33.5422,-117.785
Majors Creek at Scaroni Road,304-MAJOR-21,36.977949,-122.139474
Majors Creek lower,309-MAJOR-31,36.5925165,-121.8924432
Malibu Creek,404SMB061,34.0429,-118.6842
Malibu Lagoon,404SMB029,34.03226,-118.68328
Malpaso Creek,308-MALPA-31,36.48150022,-121.9377066
Malpaso Creek - Reference Site Receiving Water,203LOB010-REF,36.4816,-121.938
Mammoth Ck at Old Hwy 395,MAM.40,37.64035,-118.90119
Mammoth Ck below above Hot Creek Hatchery,MAM.50,37.64319,-118.85298
Mammoth Ck below Lower Twin Lake,MAM.10,37.6238,-119.00577
Mammoth Ck below Old Mammoth Rd,MAM.30,37.63516,-118.9648
Mammoth Ck within Valentine Reserve,MAM.20,37.63084,-118.99468
Mammoth Cr Horsecamp,603MAM003,37.63394,-118.95952
Mammoth Cr Trib,603MAM009,37.6227,-118.99326
"Mammoth Cr, at HWY 395",603MAM006,37.63799,-118.90771
"Mammoth Cr, at Old Mammoth Rd",603MAM007,37.63489,-118.96625
"Mammoth Cr, at Twin Lakes",603MAM008,37.62389,-119.00472
Mammoth Creek above Horsecamp,603MAM014,37.6348,-118.96759
"Manchester Beach-Manchester SB, Mendocino",Manchester Beach,39.0049,-123.697
Mandeville Canyon Creek Lower at confluence with SMC and Sullivan,405SMB070,34.06108,-118.49502
Maria Ygnacio at Old San Marcos Road,GVWMY2,34.45914,-119.79553
Maria Ygnacio Creek at Patterson,GVWMY1,34.4248,-119.8108
Maria Ynacio Creek @ Patterson Avenue,315MYC,34.42535398,-119.809176
Marie Canyon Creek Lower,404SMB028,34.03074,-118.71114
Marina State Beach - Reference Site Receiving Water,202MBY010-REF,36.6979,-121.809
Mariposa Creek at 4th Street,538MAR010,37.48321,-119.96452
Mariposa Creek at Mormon Bar Crossing,538MAR030,37.46179,-119.94971
Mariposa Creek at Stakeholder Residence,538MAR031,37.45786,-119.95078
Mariposa Creek Crossing at Dons Auto Clinic and Hwy 49,538MAR020,37.46645,-119.94983
Maritime Walk -18in Discharge,205SAN010-DIS-18,37.5311,-122.518
Markeeville Creek at USFS Campground,632MRKB02,38.6965,-119.774
Markeley Swamp Urban Catchment Site (Retail Center),MS-3000-000,36.69608,-121.67074
Market (MKT),11-337,32.7114,-117.12
Market St at I-15,PBL-016,32.71196,-117.12023
Markleeville Creek ~0.4mi below Hwy 89,632PS0046,38.69560537,-119.774136
Markleeville Creek at Library Bridge,632MRKB04,38.6933,-119.782
Markleeville Creek at Swim Hole,632MRKB03,38.69377,-119.77951
Markleeville FS Campground,MVC-USFS,38.69745,-119.774433
Marshall Road Drain near River Road,541XMRDRR,37.4363,-120.0362
Martini Creek - downstream-Ma1,Ma1,37.55248064,-122.5122737
Martini Creek - upstream of 1-Ma2,Ma2,37.55390467,-122.5070458
Martini Creek in Montara State Beach at McNee Ranch,202-MARTI-11,37.55292,-122.50903
Martis Creek at COE boundary,MTRMART01,39.28666,-120.1389
Martis Creek at Mouth,MTRMART00,39.31479,-120.11622
Matadero Creek at Bol Par-205MAT030,205MAT030,37.41011,-122.13826
Matilija Creek Downstream of Dam,VRW013,34.48306,-119.30194
Mays Creek at Neeley Road-114UM0355,114UM0355,38.49842,-122.995
"MB-010-Mission Bay, San Diego",MB-010,32.7688,-117.211
"MB-015-Mission Bay, San Diego",MB-015,32.777,-117.218
"MB-020-Mission Bay, San Diego",MB-020,32.7724,-117.222
"MB-030-Mission Bay, San Diego",MB-030,32.7706,-117.21
"MB-031-Mission Bay, San Diego",MB-031,32.7715,-117.21
"MB-040-Mission Bay, San Diego",MB-040,32.7765,-117.211
"MB-041-Mission Bay, San Diego",MB-041,32.7758,-117.211
"MB-042-Mission Bay, north pacific passage, San Diego",MB-042,32.784,-117.211
"MB-050-Mission Bay, Leisure Lagoon, San Diego",MB-050,32.7826,-117.21
"MB-051-Mission Bay, Leisure Lagoon, San Diego",MB-051,32.7827,-117.21
"MB-053-Mission Bay, Leisure Lagoon, San Diego",MB-053,32.785,-117.21
"MB-058-Mission Bay, San Diego",MB-058,32.7881,-117.21
"MB-060-Mission Bay, Visitors Center, San Diego",MB-060,32.7892,-117.211
"MB-061-Mission Bay, Visitors Center, San Diego",MB-061,32.7892,-117.211
"MB-070-Mission Bay, De Anza Cove, San Diego",MB-070,32.7964,-117.213
"MB-071-Mission Bay, De Anza Cove, San Diego",MB-071,32.7967,-117.213
"MB-080-Mission Bay, Campland On The Bay, San Diego",MB-080,32.7943,-117.223
"MB-085-Mission Bay, San Diego",MB-085,32.7879,-117.218
"MB-090-Mission Bay, Crown Point Shores, San Diego",MB-090,32.7909,-117.229
"MB-091-Mission Bay, Crown Point Shores, San Diego",MB-091,32.7892,-117.231
"MB-100-Mission Bay, San Diego",MB-100,32.7811,-117.233
"MB-101-Mission Bay, San Diego",MB-101,32.7791,-117.235
"MB-110-Mission Bay, Riviera Shores, San Diego",MB-110,32.7816,-117.24
"MB-111-Mission Bay, Riviera Shores, San Diego",MB-111,32.7853,-117.241
"MB11-Morro Bay City Beach, San Luis Obispo",MB11_SCCWRP,35.3716,-120.865
"MB-120-Mission Bay, Fanuel Park, San Diego",MB-120,32.7891,-117.242
"MB12-Morro Bay City Beach, San Luis Obispo",MB12,35.3762,-120.865
"MB-130-Mission Bay, Sail Bay, San Diego",MB-130,32.7893,-117.251
"MB-131-Mission Bay, Sail Bay, San Diego",MB-131,32.7832,-117.251
"MB-132-Mission Bay, Sail Bay, San Diego",MB-132,32.7874,-117.252
"MB-135-Mission Bay, Sail Bay, San Diego",MB-135,32.7826,-117.249
"MB13-Morro Bay City Beach, San Luis Obispo",MB13,35.3783,-120.865
"MB-140-Mission Bay, San Juan Cove, San Diego",MB-140,32.7797,-117.251
"MB14-Morro Strand State Beach, San Luis Obispo",MB14,35.3986,-120.868
"MB-150-Mission Bay, Santa Barbara Cove, San Diego",MB-150,32.7731,-117.249
"MB-151-Mission Bay, Santa Barbara Cove, San Diego",MB-151,32.777,-117.248
"MB-160-Mission Bay, Bahia Point, San Diego",MB-160,32.7762,-117.246
"MB-161-Mission Bay, Bahia Point, San Diego",MB-161,32.7755,-117.245
"MB-170-Mission Bay, Mariners Basin, San Diego",MB-170,32.7696,-117.248
"MB-173-Mission Bay, Mariners Basin, San Diego",MB-173,32.77,-117.25
"MB-180-Mission Bay, Quivera Basin, San Diego",MB-180,32.7607,-117.24
"MB-190-Mission Bay, Sea World, San Diego",MB-190,32.7672,-117.232
"MB-191-Mission Bay, Sea World, San Diego",MB-191,32.7671,-117.229
"MB-192-Mission Bay, Sea World, San Diego",MB-192,32.7665,-117.225
"MB-193-Mission Bay, Sea World, San Diego",MB-193,32.7652,-117.217
"MB-200-Mission Bay, Vacation Isle, San Diego",MB-200,32.7796,-117.237
"MB-203-Mission Bay, Vacation Isle, San Diego",MB-203,32.7759,-117.233
"MB-205-Mission Bay, Vacation Isle, San Diego",MB-205,32.776,-117.238
"MB-223-Mission Bay, Ventura Cove, San Diego",MB-223,32.7709,-117.245
"MB-225-Mission Bay, Mariners Basin, San Diego",MB-225,32.7625,-117.249
"MBCH-Monastery Beach, Monterey",MBCH,36.523,-121.927
"MBH-Monterey Beach Hotel, Monterey",MBH,36.6119,-121.858
MC0_B03,B03_MC0,34.03218,-118.6797
MC0L_B03,B03_MC0L,34.03218,-118.6797
McCloud River above Shasta Lake,506SHA953,40.95415,-122.23472
McCloud River-Cattle Camp,B17-UCD-Tate,41.24807342,-121.9427953
McGee Ck above Convict Ck confluence,MCG.30,37.60239,-118.7871
McGee Ck above trailhead parking lot,MCG.15,37.55011,-118.80351
McGee Ck at Crowley Lake Drive,MCG.20,37.58602,-118.78385
McGee Ck below pack station,MCG.17,37.55821,-118.79103
McKinney Creek,634MKNB10,39.07083,120.14177
McKinney Creek above McKinney Creek Road,634MKNB20,39.06577,-120.14679
MCN225L_B03,B03_MCN225L,34.03121,-118.6816
MCN25L_B03,B03_MCN25L,34.03202,-118.6799
MCN75L_B03,B03_MCN75L,34.03174,-118.6802
"McNEARS BEACH-McNears Beach, Marin",McNEARS BEACH,37.9926,-122.453
MCS0L_B03,B03_MCS0L,34.03171,-118.6788
MCS225_B03,B03_MCS225,34.03379,-118.6786
MCS225L_B03,B03_MCS225L,34.03379,-118.6786
MCS25_B03,B03_MCS25,34.03233,-118.6795
MCS25L_B03,B03_MCS25L,34.03233,-118.6795
MCS75L_B03,B03_MCS75L,34.03272,-118.6793
MCSN225_B03,B03_MCSN225,34.03053,-118.681
MCSN225L_B03,B03_MCSN225L,34.03053,-118.681
MCSN25_B03,B03_MCSN25,34.03147,-118.6791
MCSN25L_B03,B03_MCSN25L,34.03147,-118.6791
MCSN75_B03,B03_MCSN75,34.03112,-118.6795
MCSN75L_B03,B03_MCSN75L,34.03112,-118.6795
MCSS225_B03,B03_MCSS225,34.03352,-118.6777
MCSS225L_B03,B03_MCSS225L,34.03352,-118.6777
MCSS25_B03,B03_MCSS25,34.03187,-118.6786
MCSS25L_B03,B03_MCSS25L,34.03187,-118.6786
MCSS75_B03,B03_MCSS75,34.03228,-118.6783
MCSS75L_B03,B03_MCSS75L,34.03228,-118.6783
McWay Canyon in camground upstream of Hwy 1,308-MCWAY-31,36.15985959,-121.6684754
"MDCD-Crystal Cove State Park, Orange",MDCD,33.5605,-117.822
"MDCU-Crystal Cove State Park, Orange",MDCU,33.5605,-117.822
"MDP10-Dana Point Harbor, Orange",MDP10,33.4584,-117.694
"MDP11-Dana Point Harbor, Orange",MDP11,33.462,-117.703
"MDP18-Dana Point Harbor, Orange",MDP18,33.4603,-117.696
ME-CC,ME-CC,34.17912,-119.03969
Meeks Creek above Hwy 89,634MKSB10,39.03588,-120.12572
Memorial Park Swim 1,202PES134,37.27345,-122.2918
Memorial Park Swim 2,202PES135,37.27334,-122.29003
Merced River @ Bagby Recreation Area Campgrounds,537MAR203,37.61194,-120.135
Merced River @ Briceburg,537MAR202,37.60555556,-119.9661111
Merced River @ HWY 49,537MAR201,37.6125,-120.1361111
Merced River @ Hwy 99,535MER202,37.4,-120.7494444
Merced River @ Merced Falls Gauging St.,535MER209,37.51777778,-120.3761111
Merced River @ River Road,535MER546,37.35041,-120.96223
Merced River at Henderson Park,535MER210,37.52168333,-120.4214667
ME-SCR,ME-SCR,34.29917,-119.10799
"Mesquite Spring, nr Scottys Castle DVNP",609MSQ001,36.96392,-117.36688
ME-VR2,ME-VR2,34.34265,-119.29842
"MHH01-Huntington Harbour, Orange",MHH01,33.7121,-118.056
"MHH07-Huntington Harbour, Orange",MHH07,33.7278,-118.076
"MHH10-Huntington Harbour, Orange",MHH10,33.717,-118.058
"MHH14-Huntington Harbour, Orange",MHH14,33.7253,-118.077
"Mid Beach-Keller Beach (Contra Costa Co), East Bay Parks District",Keller Mid Beach,37.9208,-122.387
"Mid Branch Buckeye Creek, upstream bridge",630BUC005,38.26216,-119.27584
MID Lateral 4 @ Paradise Rd.,535STC204,37.63333333,-121.1638889
MID Lateral 6/8 @ Dunn Rd.,535STC203,37.70833333,-121.1527778
MID Main Drain Inlet @ Shoemake Rd,535STC211,37.66638889,-121.1772222
MID Main Drain Inlet to Miller Lake,535STC202,37.66666667,-121.2055556
Mid Roberts Island Drain at Woodsbro Road,544SJC517,37.94163,-121.3693
Middle Beaver Creek,526T00032,40.98456,-121.31192
Middle Creek upstream from Highway 20,513XMDLCR,39.1635,-122.9161
Middle East Creek,526T00010,41.24058,-120.27954
Middle Fork @ Drivers Flat,514AMR803,38.96321667,-120.9329667
Middle Fork American River @ Mammoth Bar,514AMR804,38.91798333,-121.0019
Middle Fork Consumnes River at Twin Bridges,532ELD008,38.625633,-120.7009
Middle Fork Feather River above Grizzly Creek,518XMFFGR,39.816,-120.426
Middle Fork Mokelumne river at Highway 26,532CAL009,38.3877,-120.524667
Middle Horse Creek,526T00030,40.89841,-121.17115
Middle Parker Creek,526T00004,41.48634,-120.41387
Middle Prospect Creek,USF10-UCD-Tate,40.28912592,-123.1193196
Middle Turner Creek,526T00016,41.43971,-120.01641
Middle Willow Creek,526T00027,41.13236,-120.96689
Middle Yuba River above Oregon Creek,517YUB003,39.394231,-121.082806
Middle Yuba River at Oregon Creek,517YUB002,39.39534,-121.083438
Mill Ck above confluence with Burro Lakes outlet,MIL.20,38.01292,-119.27831
Mill Ck above Lundy Reservoir,MIL.40,38.02633,-119.24721
Mill Ck at Cemetary Rd,MIL.80,38.02316,-119.13344
Mill Ck at Hwy 395,MIL.60,38.03977,-119.15919
"Mill Cr, abv Lake City",641MIL002,41.64084,-120.21895
"Mill Cr, blw Lake City",641MIL001,41.64553,-120.21243
Mill Creek,551MILLCR,36.819,-119.341
Mill Creek @ Mill Creek Picnic Area,308MIL,35.98269198,-121.490193
Mill Creek above Hwy 395,631MIL002,38.51323,-119.4714
Mill Creek above Pine Nut Rd,631MIL005,38.5056,-119.47623
Mill Creek above Shackleford Creek,QVIR_MICR,41.55791,-122.99454
Mill Creek at Chino Corona Road,801MSM5,33.946,-117.6156
Mill Creek at Hwy 1,308-MILLC-31,35.98312894,-121.4912315
Mill Creek at Hwy 99,504MILH99,40.043,-122.0999
Mill Creek at USFS boundary,631MIL008,38.48682,-119.48451
Mill Creek in Burliegh-Murray State Park,202-MILLC-11,37.45355,-122.38967
"Mill Creek/Trinidad-Trinidad State Beach, Humboldt",Mill Creek/Trinidad,41.0616,-124.149
Mill Creek_1,MLLCR1,34.1024,-117.01242
Mill Creek_2,MLLCR2,34.09171,-116.94237
Millberry Creek above house,632MLBB04,38.70657,-119.791
Millberry Creek above the town ditch,632MLBB06,38.69949,-119.7842
Millberry Creek at 30 mph Sign,632MLBB03,38.6969,-119.7818
Millberry Creek behind Post Office,632MLBB02,38.69535,-119.779
Millberry Creek below the town ditch,632MLBB05,38.69949,-119.78421
"MILLER PARK-Miller Park, Marin",MILLER PARK,38.1998,-122.922
Millerton Creek at HWY One Bridge Crossing - 201TBF004,201TBF004,38.109167,-122.839722
"MILLERTON POINT-Millerton Point, Marin",MILLERTON POINT,38.1076,-122.845
Mills College at Wetmore Bridge,204LIO070_SWAMP,37.77738,-122.18292
Miners Ravine at Dick Cook Road,514PLA905,38.79648,-121.1358
Miners Ravine at Glenbrook Estates,514PLA906,38.798667,-121.132762
Miners Ravine upstream of Secret Ravine confluence,519PLA912,38.759215,-121.256285
Miners Ravine/Secret Ravine Confluence,531PLA902,38.75975,-121.2566333
Mission Bay TWAS 1,MB-TWAS-1,32.8168,-117.223
Mission Bay TWAS 2,MB-TWAS-2,32.798,-117.19
Mission Creek at Foothill Road,315MIU,34.44673198,-119.707458
Mission Creek at Montecito Street,315MIS,34.41303698,-119.694007
Mitchell on Fire Rd,207MTD120,37.9205,-121.942
MMT SHORE_B03,B03_MMT SHORE,32.54343,-117.12488
MMT SURF_B03,B03_MMT SURF,32.54343,-117.12488
MO-CAM,MO-CAM,34.21944,-119.06613
Mocho Park,204AMO090,37.67417,-121.78056
MO-FIL,MO-FIL,34.40459,-118.93069
MO-HUE,MO-HUE,34.14081,-119.18822
Mokelumne River @ Camanche Rec. S. Shore,531CAL005,38.21972222,-120.9377778
Mokelumne River @ Hwy 49,532CAL004,38.3125,-120.7208333
Mokelumne River @ Van Assen Co. Park,531SJC512,38.22277778,-121.0347222
Mokelumne River at Lodi Lake,531SJC112,38.146,-121.29582
Mokelumne River at Mokelumne Beach RV Park,531SJC111,38.14909,-121.26074
Mokelumne River at New Hope Road,544SAC002,38.23611,-121.41889
Molino Creek at Swanton Road,304-MOLIN-21,37.03469,-122.21508
MO-MEI,MO-MEI,34.44555,-119.29033
MO-MPK,MO-MPK,34.27897,-118.90539
Montara - 14 Street Site-14St,14St,37.53753769,-122.5181561
Montara Creek - downstream-Mo1,Mo1,37.53702965,-122.5187016
Montara Creek - upstream of 1-Mo2,Mo2,37.53702159,-122.5069065
Montara Creek - upstream of 2-Mo3,Mo3,37.53824483,-122.5045806
Montara Creek - upstream of 3-Mo4,Mo4,37.53917476,-122.5019376
Montara Creek - upstream of 4-Mo5,Mo5,37.54588613,-122.4956411
Montara Creek downstream at Date and Harte Streets,202-MONTA-12,37.53793,-122.50527
Montara Creek upstream at Date and Harte Streets,202-MONTA-11,37.53828,-122.50436
"Montara State Beach-Montara State Beach, San Mateo",Montara State Beach,37.5461,-122.515
Montecito Creek at Jamison Lane,315MTC,34.42296398,-119.633655
Monterey County storm drain behind the Safeway in the Crossroads at Hwy 1 and Rio Road,307-CVSD-01,36.53613593,-121.9119946
Monterey storm drain at San Carlos Beach,309-MSD-04,36.60953292,-121.8954387
Monterey storm drain at Steinbeck Plaza,309-MSD-05,36.61612262,-121.8997272
Monterey storm drain Twin 51s,309-MSD-03,36.60507541,-121.8943593
MO-OJA,MO-OJA,34.44479,-119.24123
"Moonstone Beach-Moonstone Beach, Humboldt",Moonstone Beach,41.0301,-124.116
Moore Creek above Antonelli Pond,304-MOORE-24,36.95997,-122.06036
Moore Creek along Buck Meadows Road,MC,37.757368,-120.0394929
Moore Creek at mouth,304-MOORE-26,36.95219,-122.05838
Moore Creek at the outflow of Antonelli Pond,304-MOORE-21,36.9545,-122.0593
Moore Creek at UCSC grounds,304-MOORE-25,36.98398,-122.06126
Moore Creek at UCSC grounds below Arboretum building closest to Empire Grade Road,304-MOORE-22,36.98219,-122.06136
MO-OXN,MO-OXN,34.23614,-119.18442
Moro Coho Slough at Castroville Slough Confluence,306-MOROC-32,36.79571,-121.768721
Moro Coho Slough lower,306-MOROC-33,36.79602442,-121.7829125
Moro Coho Slough upper,306-MOROC-31,36.790812,-121.768928
Moro Cojo Slough @ Hwy 1,309MOR,36.79622898,-121.782303
Moro Cojo Slough @ Moss Landing Harbor,306MCM,36.80001898,-121.783127
Morrison Park MP 1,Morrison_Prop84_MP_1,33.77511,-117.88027
Morrison Park MP 2,Morrison_Prop84_MP_2,33.77472,-117.88027
Morro Creek @ Lila Kaiser Park,310MOR,35.37654698,-120.858764
Morro Creek lagoon,310MOL,35.37654698,-120.858764
MO-SIM,MO-SIM,34.27183,-118.78375
MO-SPA,MO-SPA,34.34861,-119.05551
Moss Beach - Juliana Ave. Site-JA,JA,37.52903631,-122.5166866
Moss Beach - North Lake Site-NL,NL,37.523322,-122.514754
Moss Beach - Ocean Blvd. Site-OB,OB,37.51288638,-122.5103764
MO-THO,MO-THO,34.21366,-118.92118
Mountain Home Creek,MNTCR1,34.10668,-116.9921
Mountain Home Creek 2,MNTCR2,34.10645,-116.9922
MO-VEN,MO-VEN,34.24329,-119.19468
"MSB-Marina State Beach, Monterey",MSB,36.6984,-121.81
"MSL-Moss Landing State Beach, Monterey",MSL,36.808,-121.789
Mt. House Creek @ Mt. House Parkway,544SJC509,37.78555556,-121.5347222
Mud Creek at 41N31 Mud Creek dam,B11-UCD-Tate,41.33536643,-122.1111959
Mud Creek at hwy 89 lower,B15-UCD-Tate,41.25485081,-122.0694728
Mud Creek at tracks,B13-UCD-Tate,41.27041481,-122.052752
Mud Slough @ Gun Club Road,541MER516,37.23138889,-120.8983333
Mud Slough downstream of San Luis Drain,541MER542,37.26388,-120.90611
Mud Slough Upstream of San Luis Drain,541XMSUSL,37.2616,-120.9061
Mud Slough Upstream of SLD Terminus,541MER536,37.25416,-120.90694
"MUIR BEACH - CENTRAL-Muir Beach, Marin",MUIR BEACH - CENTRAL,37.8593,-122.576
"MUIR BEACH - NORTH-Muir Beach, Marin",MUIR BEACH - NORTH,37.8599,-122.577
"MUIR BEACH - SOUTH-Muir Beach, Marin",MUIR BEACH - SOUTH,37.8581,-122.575
N. Fork Calaveras River @ Gold Strike Rd.,533CAL003,38.22611111,-120.6997222
N. Fork Mokelumne River @ Hwy 26,532AMA001,38.42333333,-120.5411111
N. Fork of the Kings - Exvelsior Ave,551LKI060,36.38577,-119.85163
Nacimiento River at Highway 101,309NAC,35.81297195,-120.7574552
Nathanson Creek at Nathanson Park,206NAT030,38.2786,-122.4574833
Nathanson Creek at Watmaugh just west of 5th Street,206NAT010,38.26456667,-122.4530667
National Ave and 33rd,PBL-015,32.69569,-117.12236
Natividad Creek at Las Casitas Drive,NAT-LAS,36.69778,-121.611031
Natividad Creek at Las Casitas Road,309-NATIV-31,36.69596663,-121.6137309
Natividad Creek upper,309-UPPER-31,36.70172533,-121.6018058
Natividad Creek upstream from Salinas Reclamation Canal,309NAD,36.70808,-121.59958
Natomas East Main Drain-519ST1020,519ST1020,38.6197,-121.46766
"Navarro-Navarro River Redwood SP, Mendocino",Navarro,39.1918,-123.763
NC_1A_Pueblo San Diego,NC_1A,33,-117
NC_32_Sweetwater River,NC_32,33,-117
NC_40_Sweetwater River,NC_40,33,-117
NC_433_Pueblo San Diego,NC_433,32.68607,-117.10061
NC_43B_Pueblo San Diego,NC_43B,32.65496,-117.10223
NC_45_Pueblo San Diego,NC_45,33,-117
NC_46_Pueblo San Diego,NC_46,33,-117
NC_47A-1_Pueblo San Diego,NC_47A-1,32.65857,-117.1064
NC_762_Pueblo San Diego,NC_762,32.67344,-117.09848
NC_770_Pueblo San Diego,NC_770,32.66974,-117.10247
Near Mission Ave where Hwy 76 crosses SLR,SLR-040,33.26137,-117.23512
Nelder Creek - Lewis Fork,539NEC010,37.36268,-119.62228
New Hogan Reservoir @ Acorn East Campground,533CAL006,38.17416667,-120.7963889
New Hogan Reservoir @ Wrinkle Cove,533CAL007,38.17055556,-120.8075
New Jerusalem Tile Drain,544SJC001,37.70888889,-121.2986111
New River at Boundary,723NRBDRY,32.66583,-115.50222
New River at Drop 2,723NRDP02,33.03967,-115.52194
New River at Evan Hughes Hwy,723NREVHU,32.79137,-115.7016
New River at Fig Drain,723NRFGDN,32.76118,-115.70129
New River at Greeson Drain,723NRGNDN,32.74448,-115.65145
New River at Rice Drain,723NRRCDN,32.87588,-115.62003
New River at Rice Drain #3,723NRRCD3,32.87733,-115.64968
New River Outlet,723NROTWM,33.10472,-115.66361
New Years Creek at mouth,304-NEWYE-11,37.1165,-122.30616
Newman Wasteway near Hills Ferry Road,541XNWHFR,37.3204,-120.9834
Niagara Creek at Barn Meadow Lower site,NC_BM_L,38.292526,-119.862339
Niagara Creek at Barn Meadow Upper site,NC_BM_U,38.288372,-119.860108
Niagara Creek at Eagle Meadow Road Lower site,NC_EMR_L,38.3007,-119.8763
Niagara Creek at Eagle Meadow Road Upper site,NC_EMR_U,38.298489,-119.8698498
Niagara Crk above Barn Mdw,EM6-UCD-Tate,38.28796,-119.859001
Niagara Crk above OHV camp,EM5-UCD-Tate,38.309658,-119.890208
Niagara Crk below Barn Mdw,EM7-UCD-Tate,38.298573,-119.868952
Niagara Crk below OHV camp,EM4-UCD-Tate,38.31196,-119.89214
Nimbus,Nimbus,38.63622,-121.22298
Nipomo Creek at Highway 166,312NIP,34.99563298,-120.437925
Nipomo Creek at Tefft Street,312NIT,35.03883198,-120.480487
"No. Branch Buckeye Creek, upstream bridge",630BUC004,38.26372,-119.27733
"No. Branch Robinson Creek, upstream bridge",630RBS007,38.25973,-119.27348
"Noble Gulch Creek at Kennedy Drive, trib to Soquel Creek",304-CSD-10,36.983667,-121.944806
Non Project QA Sample,000NONPJ,-88,-88
"North Beach-Keller Beach (Contra Costa Co), East Bay Parks District",Keller North Beach,37.9211,-122.387
North Canyon Creek,514XNRTCN,38.7604,-120.7102
North Fork American River @ Ponderosa Way,514AMR801,38.9996,-120.94105
North Fork American River @ Yankee Jims Road,514AMR800,39.04113333,-120.9024167
North Fork American River at Confluence with Middle Fork,514AMR802,38.91626667,-121.0363
North Fork Bishop Cr above Bishop Cr Canal,603BSP021,37.38011,-118.40472
North Fork Matilija Creek,VRW014,34.49268,-119.30652
North Fork Merced River at Old Coulterville Rd,NFMERC_OCR,37.746836,-120.0366897
North Fork Mokelumne River downstream of Bloomfield Campground,NFMOKE_BCG,38.534436,-119.819917
North Fork Pit at Estes St,526P00013,41.48201,-120.53863
North Fork Pit in Alturas,526P00003,41.47533,-120.5553056
North Fork Rubicon Creek downstream above Hwy 89,634RCNB10,38.99112,-120.11069
North Fork Rubicon Creek upstream above Hwy 89,634RCNB20,38.99606,-120.1097
North Fork Yuba River at Carlton Flat Campground,517NFYCFC,39.518972,-120.998423
North Hollywood CSF Outlet,9-Jul,34.1486,-118.3729
"North Mad River Mouth-Mad River Beach Co. Park, Humboldt",North Mad River Mouth,40.9538,-124.128
North Norco Channel,801NNR707,33.9075,-117.583
North of Mission Gorge Road east of SR-125,V45k,32.8389,-117.003
Northeast MS4 outfall to Buena Vista Creek,BV-N,33.1999,-117.2421
Northwest corner of Lovers Point Park at Ocean View Boulevard -18in Discharge,203PAC090-DIS-18,36.6266,-121.917
"Noyo River-Noyo River, Mendocino",Noyo River,39.4308,-123.811
"O010-Pajaro Dunes Beach, Santa Cruz",O010,36.8519,-121.812
"O060-Sunset State Beach, Santa Cruz",O060,36.8954,-121.839
"O080-Manresa State Beach, Santa Cruz",O080,36.9319,-121.863
